title	year	director	cast	genre	notes
The Sweet Ride	1968	Harvey Hart	"Anthony Franciosa, Michael Sarrazin, Jacqueline Bisset, Bob Denver"	Drama	2 Golden Globe nominations
Sweet November	1968	Robert Ellis Miller	"Sandy Dennis, Anthony Newley"	Drama	remade in 2001
The Swimmer	1968	Frank Perry	"Burt Lancaster, Janice Rule, Marge Champion"	Drama	Columbia; based on John Cheever story
Targets	1968	Peter Bogdanovich	"Boris Karloff, Tim O'Kelly"	Thriller	Karloff's final film; Bogdanovich's first
They Came to Rob Las Vegas	1968	Antonio Isasi-Isasmendi	"Gary Lockwood, Elke Sommer, Lee J. Cobb"	Crime	Warner Bros.
The Thomas Crown Affair	1968	Norman Jewison	"Steve McQueen, Faye Dunaway"	Crime	Oscar for Best Song; remade in 1999
Three in the Attic	1968	Richard Wilson	"Christopher Jones, Yvette Mimieux"	Suspense	AIP
Villa Rides	1968	Buzz Kulik	"Yul Brynner, Robert Mitchum, Charles Bronson"	Western	"script by Robert Towne, Sam Peckinpah"
Vixen!	1968	Russ Meyer	Erica Gavin	Sexploitation	
Voyage to the Planet of Prehistoric Women	1968	Peter Bogdanovich	Mamie Van Doren	Science fiction	Filmgroup
Walk the Angry Beach	1968	John Hayes	Rue McClanahan	Drama	
What's So Bad About Feeling Good?	1968	George Seaton	"George Peppard, Mary Tyler Moore, Dom DeLuise"	Comedy	Universal
"Where Angels Go, Trouble Follows"	1968	James Neilson	"Rosalind Russell, Stella Stevens, Binnie Barnes"	Comedy	Trouble with Angels sequel
Where Eagles Dare	1968	Brian G. Hutton	"Clint Eastwood, Richard Burton"	War	MGM; written by Alistair MacLean
Where Were You When the Lights Went Out?	1968	Hy Averback	"Doris Day, Robert Morse, Patrick O'Neal"	Comedy	MGM; based on New York blackout
The Wicked Dreams of Paula Schultz	1968	George Marshall	"Elke Sommer, Bob Crane, Werner Klemperer"	Comedy	United Artists
Wild 90	1968	Norman Mailer	"Norman Mailer, Buzz Farbar, Mickey Knox"	Experimental	
Wild in the Streets	1968	Barry Shear	"Christopher Jones, Shelley Winters, Richard Pryor"	Drama	AIP; 1 Oscar nomination
The Wild Racers	1968	Dan Haller	"Fabian, Judy Cornwell, Talia Shire"	Action	
"The Wild, Wild World of Jayne Mansfield"	1968	Joel Holt	Jayne Mansfield	Documentary	
Will Penny	1968	Tom Gries	"Charlton Heston, Joan Hackett, Bruce Dern"	Western	Paramount
With Six You Get Eggroll	1968	Howard Morris	"Doris Day, Brian Keith, Barbara Hershey"	Comedy	Day's final film
"Yours, Mine and Ours"	1968	Melville Shavelson	"Lucille Ball, Henry Fonda"	Comedy	remade in 2005
100 Rifles	1969	Tom Gries	"Burt Reynolds, Raquel Welch, Jim Brown"	Western	20th Century Fox
Alice's Restaurant	1969	Arthur Penn	Arlo Guthrie	Comedy	based on Guthrie's song
"Angel, Angel, Down We Go"	1969	Robert Thorn	Jennifer Jones	Drama	
Angel in My Pocket	1969	Alan Rafkin	"Andy Griffith, Jerry Van Dyke"	Comedy	Universal
The Appointment	1969	Sidney Lumet	"Omar Sharif, Anouk Aim?e"	Drama	MGM
The April Fools	1969	Stuart Rosenberg	"Jack Lemmon, Catherine Deneuve, Peter Lawford, Myrna Loy"	Romantic comedy	National General Pictures
The Arrangement	1969	Elia Kazan	"Kirk Douglas, Faye Dunaway"	Drama	based on Kazan's novel
Bambi Meets Godzilla	1969	Marv Newland		Animated short	2 minutes
The Big Bounce	1969	Alex March	"Ryan O'Neal, Leigh Taylor-Young, Van Heflin"	Drama	based on Elmore Leonard novel
Blood of Dracula's Castle	1969	Al Adamson	"John Carradine, Robert Dix"	Horror	
Blue Movie	1969	Andy Warhol	Viva	Adult film	
Bob & Carol & Ted & Alice	1969	Paul Mazursky	"Elliott Gould, Dyan Cannon, Natalie Wood, Robert Culp"	Comedy	4 Oscar nominations
A Boy Named Charlie Brown	1969	Bill Mel?ndez	Peter Robbins	Animated film	National General Pictures
The Bridge at Remagen	1969	John Guillermin	"George Segal, Ben Gazzara, E.G. Marshall"	War	United Artists
The Bushbaby	1969	John Trent	"Margaret Brooks, Lou Gossett, Jr."	Family	
Butch Cassidy and the Sundance Kid	1969	George Roy Hill	"Paul Newman, Robert Redford, Katharine Ross"	Western	winner of 4 Academy Awards
Cactus Flower	1969	Gene Saks	"Walter Matthau, Goldie Hawn, Ingrid Bergman"	Comedy	Oscar for Hawn
Castle Keep	1969	Sydney Pollack	"Burt Lancaster, Patrick O'Neal, Jean-Pierre Aumont, Bruce Dern, Peter Falk"	War	Columbia
The Chairman	1969	J. Lee Thompson	"Gregory Peck, Anne Heywood, Arthur Hill"	Drama	based on Jay Kennedy novel
Change of Habit	1969	William A. Graham	"Elvis Presley, Mary Tyler Moore"	Drama	Presley's last acting role
Change of Mind	1969	Robert Stevens	"Raymond St. Jacques, Susan Oliver"	Sci-fi	music by Duke Ellington
Changes	1969	Hall Bartlett	"Michele Carey, Jack Albertson"	Drama	
Chastity	1969	Alessio de Paola	"Cher, Stephen Whittaker"	Drama	written by Sonny Bono
Che!	1969	Richard Fleischer	"Omar Sharif, Jack Palance, Cesare Danova"	Biography	story of Che Guevara
Childish Things	1969	John Derek	"Don Murray, Linda Evans"	Drama	
The Comic	1969	Carl Reiner	"Dick Van Dyke, Mickey Rooney"	Comedy	Columbia
Crooks and Coronets	1969	Jim O'Connolly	"Telly Savalas, Warren Oates"	Crime	Warner-Pathe
Czechoslovakia 1968	1969	"Robert M. Fresco, Denis Sanders"	"Neville Chamberlain, Leonid Brezhnev"	Documentary	
The Computer Wore Tennis Shoes	1969	Robert Butler	Kurt Russell	"Comedy, Family"	Disney
Dance of Death	1969	Jack Hill	"Boris Karloff, Julissa"	Horror	
Death of a Gunfighter	1969	Alan Smithee	"Richard Widmark, Lena Horne"	Western	"1st film ""Alan Smithee"" directed"
De Sade	1969	Cy Endfield	"Keir Dullea, Senta Berger"	Drama	story of Marquis de Sade
The Devil's 8	1969	Burt Topper	"Christopher George, Fabian, Leslie Parrish"	Crime	American International
Don't Drink the Water	1969	Howard Morris	"Jackie Gleason, Estelle Parsons, Ted Bessell"	Comedy	from Woody Allen play
Downhill Racer	1969	Michael Ritchie	"Robert Redford, Gene Hackman"	Drama	Ritchie's first film
Easy Rider	1969	Dennis Hopper	"Peter Fonda, Dennis Hopper, Jack Nicholson"	Drama	Nicholson's 1st Academy Award nomination
Eggshells	1969	Tobe Hooper	"Kim Henkel, Amy Lester"	Drama	
The Extraordinary Seaman	1969	John Frankenheimer	"David Niven, Faye Dunaway, Alan Alda, Mickey Rooney"	War comedy	MGM
Eye of the Cat	1969	David Lowell Rich	"Michael Sarrazin, Gayle Hunnicutt"	Horror	Universal
The Fantastic Plastic Machine	1969	Eric Blum	Jay North	Documentary	
The Female Bunch	1969	Al Adamson	"Russ Tamblyn, Lon Chaney, Jr."	Action	Troma Entertainment
"Gaily, Gaily"	1969	Norman Jewison	"Beau Bridges, Brian Keith, Margot Kidder"	Comedy	based on book by Ben Hecht
The Gay Deceivers	1969	Bruce Kessler	Kevin Coughlin	Comedy	
The Girl Who Knew Too Much	1969	Francis D. Lyon	"Adam West, Nancy Kwan"	Drama	"unreleased on VHS, DVD"
Girl in Gold Boots	1969	Ted V. Mikels	Bara Byrnes	Drama	MST3K
The Girl Who Returned	1969	Lloyd Kaufman	Michael Herz	Comedy	"made on $2,000 budget"
"Goodbye, Columbus"	1969	Larry Peerce	"Richard Benjamin, Ali MacGraw, Jack Klugman"	Romance	based on Philip Roth novel
"Goodbye, Mr. Chips"	1969	Herbert Ross	"Peter O'Toole, Petula Clark"	Musical drama	remake of 1939 film
The Grasshopper	1969	Jerry Paris	"Jacqueline Bisset, Jim Brown, Joseph Cotten"	Drama	National General Pictures
Guns of the Magnificent Seven	1969	Paul Wendkos	"George Kennedy, James Whitmore, Reni Santoni, Monte Markham, Bernie Casey"	Western	sequel to The Magnificent Seven
The Gypsy Moths	1969	John Frankenheimer	"Burt Lancaster, Deborah Kerr, Gene Hackman"	Drama	based on James Drought novel
"Hail, Hero!"	1969	David Miller	"Michael Douglas, Teresa Wright"	Drama	National General Pictures
The Happy Ending	1969	Richard Brooks	"Jean Simmons, Shirley Jones, John Forsythe, Bobby Darin, Teresa Wright, Nanette Fabray"	Drama	United Artists; 2 Oscar nominations
"Hello, Dolly!"	1969	Gene Kelly	"Barbra Streisand, Walter Matthau, Michael Crawford, Marianne McAndrew, Danny Lockin, Tommy Tune, Louis Armstrong"	Musical	based on the Broadway show; 7 Oscar nominations
Hello Down There	1969	Jack Arnold	"Tony Randall, Janet Leigh, Jim Backus"	Comedy	Paramount
"Hook, Line & Sinker"	1969	George Marshall	"Jerry Lewis, Peter Lawford, Anne Francis"	Comedy	Lewis' last film for Columbia
How to Commit Marriage	1969	Norman Panama	"Bob Hope, Jackie Gleason, Jane Wyman"	Comedy	Wyman's final film
"If It's Tuesday, This Must Be Belgium"	1969	Mel Stuart	"Suzanne Pleshette, Ian McShane"	Comedy	United Artists
The Illustrated Man	1969	Jack Smight	"Rod Steiger, Claire Bloom"	Science-fiction	story by Ray Bradbury
Impasse	1969	Richard Benedict	"Burt Reynolds, Anne Francis"	Adventure	
It Takes All Kinds	1969	Eddie Davis	"Vera Miles, Robert Lansing"	Crime	
John and Mary	1969	Peter Yates	"Mia Farrow, Dustin Hoffman, Olympia Dukakis"	Romance	20th Century Fox
Justine	1969	George Cukor	"Robert Forster, Anouk Aim?e, Dirk Bogarde, Michael York"	Drama	based on Lawrence Durrell novel
"Krakatoa, East of Java"	1969	Bernard L. Kowalski	"Brian Keith, Maximilian Schell, Sal Mineo"	Disaster film	1 Academy Award nomination
Last Summer	1969	Frank Perry	"Barbara Hershey, Catherine Burns, Bruce Davison"	Drama	Oscar nomination for Burns
The Learning Tree	1969	Gordon Parks	"Kyle Johnson, Malcolm Atterbury, Dana Elcar"	Drama	Warner Bros.
Lola	1969	Richard Donner	"Susan George, Charles Bronson"	Drama	A.I.P.
Lost Flight	1969	Leonard J. Horn	"Lloyd Bridges, Bobby Van, Anne Francis"	Drama	Universal
The Lost Man	1969	Robert Alan Aurthur	"Sidney Poitier, Joanna Shimkus"	Drama	Universal
Love Camp 7	1969	Lee Frost	"Kathy Williams, Maria Lease"	Thriller	
The Love God?	1969	Nat Hiken	"Don Knotts, Anne Francis, Edmond O'Brien"	Comedy	Universal
Mackenna's Gold	1969	J. Lee Thompson	"Gregory Peck, Omar Sharif, Telly Savalas, Camilla Sparv, Julie Newmar"	Western	based on Heck Allen novel
The Madwoman of Chaillot	1969	Bryan Forbes	"Katharine Hepburn, Yul Brynner, Paul Henreid"	Comedy	based on Jean Giraudoux play
Marlowe	1969	Paul Bogart	"James Garner, Rita Moreno, Gayle Hunnicutt, Carroll O'Connor, Bruce Lee"	Mystery	based on Raymond Chandler novel
Marooned	1969	John Sturges	"Gregory Peck, Gene Hackman, David Janssen, Richard Crenna, James Franciscus, Lee Grant, Mariette Hartley, Nancy Kovack"	Science-fiction	Oscar for visual effects
Medium Cool	1969	Haskell Wexler	"Robert Forster, Verna Bloom"	Drama	set at 1968 Democratic Convention
Midas Run	1969	Alf Kjellin	"Richard Crenna, Anne Heywood, Fred Astaire"	Comedy	
Midnight Cowboy	1969	John Schlesinger	"Jon Voight, Dustin Hoffman, Brenda Vaccaro, Sylvia Miles"	Drama	Oscar for Best Picture
The Monitors	1969	Jack Shea	"Guy Stockwell, Susan Oliver, Avery Schreiber, Sherry Jackson"	"Science-fiction, comedy"	based on Keith Laumer novel
My Side of the Mountain	1969	James B. Clark	"Theodore Bikel, Teddy Eccles"	Family	based on Jean George novel
Naked Angels	1969	Bruce D. Clark	"Richard Rust, Michael Greene"	Biker film	
Nightmare in Wax	1969	Bud Townsend	Cameron Mitchell	Horror	
Number One	1969	Tom Gries	"Charlton Heston, Jessica Walter, Bruce Dern"	Drama	features New Orleans Saints
Paint Your Wagon	1969	Joshua Logan	"Clint Eastwood, Lee Marvin, Jean Seberg"	"Musical, Western"	Paramount; based on Lerner and Loewe show
Popi	1969	Arthur Hiller	"Alan Arkin, Rita Moreno"	"Comedy, drama"	United Artists
Putney Swope	1969	"Robert Downey, Sr."	"Arnold Johnson, Antonio Fargas"	Comedy	
The Rain People	1969	Francis Ford Coppola	"Shirley Knight, James Caan, Robert Duvall"	Drama	1st American Zoetrope film
Rascal	1969	Norman Tokar	"Bill Mumy, Steve Forrest"	Family	Disney
The Reivers	1969	Mark Rydell	Steve McQueen	Comedy	story by William Faulkner
Riot	1969	Buzz Kulik	"Gene Hackman, Jim Brown"	Action	Paramount
The Royal Hunt of the Sun	1969	Irving Lerner	"Robert Shaw, Christopher Plummer, Nigel Davenport"	Historical	based on the play by Peter Shaffer
Salesman	1969	"Albert Maysles, David Maysles"	Paul Brennan	Documentary	
Sam Whiskey	1969	Arnold Laven	"Burt Reynolds, Angie Dickinson"	Western	United Artists
The Secret Sex Lives of Romeo and Juliet	1969	Bethel Buckalew	Deirdre Nelson	Adult comedy	
The Secret of Santa Vittoria	1969	Stanley Kramer	"Anna Magnani, Anthony Quinn, Virna Lisi"	"Comedy, Drama"	Golden Globe for Best Comedy
Shark!	1969	Samuel Fuller	"Burt Reynolds, Arthur Kennedy, Silvia Pinal"	Action	Troma
Slaves	1969	Herbert Biberman	"Stephen Boyd, Dionne Warwick, Ossie Davis"	Drama	
Some Kind of a Nut	1969	Garson Kanin	"Dick Van Dyke, Angie Dickinson, Rosemary Forsyth"	Comedy	United Artists
The Sterile Cuckoo	1969	Alan J. Pakula	"Liza Minnelli, Wendell Burton, Tim McIntire"	Drama	2 Oscar nominations
Stiletto	1969	Bernard L. Kowalski	"Alex Cord, Britt Ekland, Patrick O'Neal"	Crime	Avco Embassy
Support Your Local Sheriff	1969	Burt Kennedy	"James Garner, Walter Brennan, Joan Hackett"	Comedy	United Artists
Sweet Charity	1969	Bob Fosse	"Shirley MacLaine, Chita Rivera, Ricardo Montalb?n, John McMartin, Paula Kelly, Sammy Davis, Jr."	Musical	based on Broadway show; written by Neil Simon; 3 Academy Award nominations
Take the Money and Run	1969	Woody Allen	"Woody Allen, Janet Margolin"	Comedy	first film directed by Allen
A Talent for Loving	1969	Richard Quine	"Richard Widmark, Cesar Romero, Caroline Munro"	Western comedy	Paramount
Tell Them Willie Boy Is Here	1969	Abraham Polonsky	"Robert Redford, Katharine Ross, Robert Blake"	"Drama, Western"	Polonsky's first film in 21 years
That Cold Day in the Park	1969	Robert Altman	Sandy Dennis	Drama	based on Peter Miles novel
"They Shoot Horses, Don't They?"	1969	Sydney Pollack	"Jane Fonda, Michael Sarrazin, Gig Young, Susannah York, Red Buttons"	Drama	Oscar for Young
Topaz	1969	Alfred Hitchcock	"John Forsythe, Roscoe Lee Browne, John Vernon"	Thriller	based on Leon Uris novel
The Trouble with Girls	1969	Peter Tewksbury	"Elvis Presley, Sheree North, Dabney Coleman, Vincent Price"	Drama	MGM
True Grit	1969	Henry Hathaway	"John Wayne, Kim Darby, Glen Campbell, Dennis Hopper, Robert Duvall"	Western	Oscar for Wayne
The Undefeated	1969	Andrew V. McLaglen	"John Wayne, Rock Hudson"	Western	NFL's Roman Gabriel co-stars
The Valley of Gwangi	1969	Jim O'Connolly	James Franciscus	Sci-fi	
Viva Max!	1969	Jerry Paris	"Peter Ustinov, Jonathan Winters, Pamela Tiffin"	Comedy	based on Jim Lehrer novel
The Wedding Party	1969	Brian De Palma	"Jill Clayburgh, Robert De Niro"	Comedy	1963 college student film
What Ever Happened to Aunt Alice?	1969	Lee H. Katzin	"Geraldine Page, Ruth Gordon, Rosemary Forsyth"	Horror	based on Ursula Curtiss novel
Where It's At	1969	Garson Kanin	"David Janssen, Don Rickles, Rosemary Forsyth"	Drama	United Artists
The Wild Bunch	1969	Sam Peckinpah	"William Holden, Ernest Borgnine, Warren Oates, Robert Ryan, Edmond O'Brien, Ben Johnson, Jaime S?nchez, Emilio Fern?ndez"	Western	Warner Bros.; 2 Oscar nominations
Winning	1969	James Goldstone	"Paul Newman, Joanne Woodward, Robert Wagner"	Drama	features Indy 500 drivers
The Wonderful Land of Oz	1969	Barry Mahon	Al Joseph	Musical	
The Wrecking Crew	1969	Phil Karlson	"Dean Martin, Elke Sommer, Nancy Kwan, Sharon Tate"	Spy comedy	one of Matt Helm series
Young Billy Young	1969	Burt Kennedy	"Robert Mitchum, Angie Dickinson"	Western	United Artists
Adam at Six A.M.	1970	Robert Scheerer	"Michael Douglas, Lee Purcell, Joe Don Baker, Louise Latham"	Drama	
The Adventurers	1970	Lewis Gilbert	"Bekim Fehmiu, Candice Bergen, Charles Aznavour, Olivia de Havilland"	Drama	From Harold Robbins novel
Airport	1970	George Seaton	"Burt Lancaster, Dean Martin, Jean Seberg, Jacqueline Bisset, Maureen Stapleton, Van Heflin, George Kennedy, Helen Hayes, Lloyd Nolan, Dana Wynter, Barbara Hale"	Disaster film	based on Arthur Hailey novel; 10 Oscar nominations
Alex in Wonderland	1970	Paul Mazursky	"Donald Sutherland, Ellen Burstyn, Federico Fellini"	"Comedy, Drama"	
The Angel Levine	1970	J?n Kad?r	"Zero Mostel, Harry Belafonte, Ida Kaminska"	Drama	
The Aristocats	1970	Wolfgang Reitherman	"Phil Harris, Eva Gabor, Gary Dubin"	Animation	Disney
The Baby Maker	1970	James Bridges	"Barbara Hershey, Collin Wilcox Paxton, Scott Glenn"	Drama	National General Pictures
The Ballad of Cable Hogue	1970	Sam Peckinpah	"Jason Robards, Stella Stevens, David Warner"	Western	Warner Bros.
Barquero	1970	Gordon Douglas	"Lee Van Cleef, Warren Oates"	Western	
Beneath the Planet of the Apes	1970	Ted Post	"James Franciscus, Kim Hunter, Maurice Evans, Linda Harrison"	Science fiction	Planet of the Apes sequel
Beyond the Valley of the Dolls	1970	Russ Meyer	"John Lazar, Dolly Read, Edy Williams"	Sex comedy	Roger Ebert script
Bigfoot	1970	Robert F. Slatzer	John Carradine	Horror	
Bloody Mama	1970	Roger Corman	"Shelley Winters, Bruce Dern, Don Stroud"	Crime	American International
The Boatniks	1970	Norman Tokar	"Robert Morse, Stefanie Powers, Phil Silvers, Norman Fell, Don Ameche"	Comedy	Disney
The Boys in the Band	1970	William Friedkin	"Kenneth Nelson, Cliff Gorman"	"Comedy, Drama"	Based on Mart Crowley play
Brewster McCloud	1970	Robert Altman	"Bud Cort, Sally Kellerman, Shelley Duvall"	"Fantasy, Comedy"	MGM
Cannon for Cordoba	1970	Paul Wendkos	"George Peppard, Raf Vallone"	Western	United Artists
Catch-22	1970	Mike Nichols	"Alan Arkin, Jon Voight, Bob Newhart, Orson Welles, Buck Henry, Martin Sheen, Bob Balaban, Richard Benjamin, Art Garfunkel, Charles Grodin, Paula Prentiss"	"War, Comedy"	From Joseph Heller novel
"Cherry, Harry & Raquel!"	1970	Russ Meyer	"Larissa Ely, Linda Ashton, Uschi Digard"	Drama	
The Cheyenne Social Club	1970	Gene Kelly	"James Stewart, Henry Fonda, Shirley Jones"	Western	National General Pictures
Chisum	1970	Andrew V. McLaglen	"John Wayne, Forrest Tucker, Ben Johnson"	Western	Warner Bros.
The Christine Jorgensen Story	1970	Irving Rapper	John Hansen	Biography	
Cockeyed Cowboys of Calico County	1970	Anton Leader	"Dan Blocker, Nanette Fabray, Jim Backus"	Western Comedy	Universal
Cold Sweat	1970	Terence Young	"Charles Bronson, Liv Ullmann, James Mason"	Thriller	
Colossus: The Forbin Project	1970	Joseph Sargent	"Susan Clark, Eric Braeden"	Science fiction	Universal
Connecting Rooms	1970	Franklin Gollings	"Bette Davis, Michael Redgrave"	Drama	Paramount
Cotton Comes to Harlem	1970	Ossie Davis	"Redd Foxx, Godfrey Cambridge, Raymond St. Jacques"	Comedy	UA
"Count Yorga, Vampire"	1970	Bob Kelljan	Michael Murphy	Horror	
Darker than Amber	1970	Robert Clouse	"Rod Taylor, Theodore Bikel, Suzy Kendall"	Action	National General Pictures
Darling Lili	1970	Blake Edwards	"Julie Andrews, Rock Hudson"	Musical	Paramount
A Day at the Beach	1970	Simon Hesera	"Lily Bacberg, Peter Sellers"	Comedy	
The Delta Factor	1970	Tay Garnett	"Christopher George, Yvette Mimieux, Yvonne De Carlo"	Action	
Diary of a Mad Housewife	1970	Frank Perry	"Carrie Snodgress, Richard Benjamin, Frank Langella"	Drama	Golden Globe for Snodgress
Dirty Dingus Magee	1970	Burt Kennedy	"Frank Sinatra, George Kennedy, Anne Jackson"	Western	MGM
The Dunwich Horror	1970	Daniel Heller	"Sandra Dee, Dean Stockwell"	Horror	
El Condor	1970	John Guillermin	"Jim Brown, Lee Van Cleef"	Western	
Elvis: That's the Way It Is	1970	Denis Sanders	Elvis Presley	Documentary	MGM
End of the Road	1970	Aram Avakian	"Stacy Keach, Harris Yulin, Dorothy Tristan"	Drama	
Equinox	1970	Jack Woods	Frank Bonner	Horror	
Five Easy Pieces	1970	Bob Rafelson	"Jack Nicholson, Susan Anspach, Karen Black"	Drama	4 Oscar nominations
Flesh Feast	1970	Brad F. Grinter	Veronica Lake	Horror	Lake's final film
Getting Straight	1970	Richard Rush	"Elliott Gould, Candice Bergen"	Comedy	Columbia
Gimme Shelter	1970	Albert and David Maysles	The Rolling Stones	Documentary	
The Great White Hope	1970	Martin Ritt	"James Earl Jones, Jane Alexander"	Biography	Based on Howard Sackler play
The Hawaiians	1970	Tom Gries	"Charlton Heston, Tina Chen, Geraldine Chaplin, John Phillip Law"	Drama	Based on James Michener novel
Hercules in New York	1970	Arthur Allan Seidelman	"Arnold Schwarzenegger, Arnold Stang"	Comedy	Schwarzenegger's first film
"Hi, Mom!"	1970	Brian De Palma	"Robert De Niro, Allen Garfield"	Comedy	
The Honeymoon Killers	1970	Leonard Kastle	"Shirley Stoler, Tony LoBianco"	"Crime, Drama"	
Hornets? Nest	1970	Phil Karlson	"Rock Hudson, Sylvia Koscina, Sergio Fantoni"	War	United Artists
House of Dark Shadows	1970	Dan Curtis	Jonathan Frid	Horror	Based on TV series Dark Shadows
How Do I Love Thee?	1970	Michael Gordon	"Jackie Gleason, Maureen O'Hara"	Comedy	
Husbands	1970	John Cassavetes	"Peter Falk, Ben Gazzara"	Drama	Columbia
I Drink Your Blood	1970	David E. Durston	Jadine Wong	Horror	
I Love My Wife	1970	Mel Stuart	"Elliott Gould, Brenda Vaccaro, Dabney Coleman, Angel Tompkins"	Comedy	Universal
I Never Sang for My Father	1970	Gilbert Cates	"Melvyn Douglas, Gene Hackman"	Drama	Based on Robert Anderson play; 3 Oscar nominations
I Walk the Line	1970	John Frankenheimer	"Gregory Peck, Tuesday Weld"	Drama	Columbia
The Invincible Six	1970	Jean Negulesco	"Stuart Whitman, Elke Sommer, Curd J?rgens"	Adventure	Negulesco's final film
Jenny	1970	George Bloomfield	"Marlo Thomas, Alan Alda"	Drama	
Joe	1970	John G. Avildsen	"Peter Boyle, Susan Sarandon"	Drama	Cannon Films
Kelly's Heroes	1970	Brian G. Hutton	"Clint Eastwood, Telly Savalas, Don Rickles"	"War, Action"	MGM
King: A Filmed Record... Montgomery to Memphis	1970	Sidney Lumet	"Paul Newman, James Earl Jones"	Documentary	
The Kremlin Letter	1970	John Huston	"Richard Boone, Max von Sydow"	Thriller	From a novel by Noel Behn
The Landlord	1970	Hal Ashby	"Beau Bridges, Louis Gossett, Jr., Lee Grant, Diana Sands, Pearl Bailey"	Comedy	United Artists
The Last Grenade	1970	Gordon Flemyng	"Stanley Baker, Honor Blackman"	War	
Last of the Mobile Hot Shots	1970	Sidney Lumet	"James Coburn, Lynn Redgrave"	Drama	based on Tennessee Williams play
The Last Warrior	1970	Carol Reed	"Anthony Quinn, Claude Akins, Shelley Winters, Tony Bill"	Western	Warner Bros.
